epochs,loss,accuracy,model,fit_time,total_params
49,3.619944680078849,0.70331126,CNN Conv2D:2,189.44156788349153,53882700
50,3.6253086467219373,0.7059603,CNN Conv2D:2,193.30772233009338,53882700
1,1.2193718717587705,0.49139073,CNN Conv2D:3 with_dropout,2.6121212339401243,7431684
2,0.8959553765934825,0.6225166,CNN Conv2D:3 with_dropout,5.224242467880249,7431684
3,0.8911845721156392,0.610596,CNN Conv2D:3 with_dropout,7.836363701820374,7431684
4,0.8723399371500836,0.6278146,CNN Conv2D:3 with_dropout,10.448484935760497,7431684
5,0.7364718324301258,0.69536424,CNN Conv2D:3 with_dropout,13.060606169700623,7431684
6,0.6903907891140868,0.72450334,CNN Conv2D:3 with_dropout,15.672727403640748,7431684
7,0.8028847999130653,0.70198673,CNN Conv2D:3 with_dropout,18.284848637580872,7431684
8,0.9006634274855355,0.70331126,CNN Conv2D:3 with_dropout,20.896969871520994,7431684
9,0.8007009163597562,0.72450334,CNN Conv2D:3 with_dropout,23.50909110546112,7431684
10,1.1655577002771642,0.7231788,CNN Conv2D:3 with_dropout,26.121212339401247,7431684
11,0.8533953206033896,0.78145695,CNN Conv2D:3 with_dropout,28.73333357334137,7431684
12,1.4555239740389072,0.7536424,CNN Conv2D:3 with_dropout,31.345454807281495,7431684
13,1.358438784081415,0.72450334,CNN Conv2D:3 with_dropout,33.95757604122162,7431684
14,1.2526636021026711,0.7324503,CNN Conv2D:3 with_dropout,36.569697275161744,7431684
15,1.622413967460986,0.70066226,CNN Conv2D:3 with_dropout,39.181818509101866,7431684
16,1.1580719217226303,0.7523179,CNN Conv2D:3 with_dropout,41.79393974304199,7431684
17,1.0814130802225592,0.7629139,CNN Conv2D:3 with_dropout,44.40606097698212,7431684
18,1.7406942021175726,0.7165563,CNN Conv2D:3 with_dropout,47.01818221092224,7431684
19,1.2809016359834284,0.7350993,CNN Conv2D:3 with_dropout,49.63030344486236,7431684
20,1.6243757004868116,0.74039733,CNN Conv2D:3 with_dropout,52.24242467880249,7431684
21,1.492938486262169,0.7509934,CNN Conv2D:3 with_dropout,54.854545912742616,7431684
22,1.432240419290861,0.7589404,CNN Conv2D:3 with_dropout,57.46666714668274,7431684
23,1.6636646456227002,0.7523179,CNN Conv2D:3 with_dropout,60.07878838062286,7431684
24,1.5484460074380533,0.7602649,CNN Conv2D:3 with_dropout,62.69090961456299,7431684
25,1.2817078465262786,0.7509934,CNN Conv2D:3 with_dropout,65.30303084850311,7431684
26,1.2573858106767895,0.77218544,CNN Conv2D:3 with_dropout,67.91515208244324,7431684
27,1.8420407933018028,0.7615894,CNN Conv2D:3 with_dropout,70.52727331638336,7431684
28,1.1592830526692615,0.75761586,CNN Conv2D:3 with_dropout,73.13939455032349,7431684
29,1.8421818160051049,0.7324503,CNN Conv2D:3 with_dropout,75.75151578426362,7431684
30,1.640447020787277,0.7536424,CNN Conv2D:3 with_dropout,78.36363701820373,7431684
31,2.3216707025660783,0.7165563,CNN Conv2D:3 with_dropout,80.97575825214386,7431684
32,1.5476029536958216,0.7708609,CNN Conv2D:3 with_dropout,83.58787948608398,7431684
33,2.6720003792781704,0.7218543,CNN Conv2D:3 with_dropout,86.20000072002411,7431684
34,1.914218716064949,0.7536424,CNN Conv2D:3 with_dropout,88.81212195396424,7431684
35,2.4188730867801618,0.74172187,CNN Conv2D:3 with_dropout,91.42424318790435,7431684
36,2.454260149084969,0.7284768,CNN Conv2D:3 with_dropout,94.03636442184448,7431684
37,1.7639729020611339,0.7682119,CNN Conv2D:3 with_dropout,96.64848565578461,7431684
38,2.583431208951226,0.70993376,CNN Conv2D:3 with_dropout,99.26060688972473,7431684
39,2.212485561320028,0.7086093,CNN Conv2D:3 with_dropout,101.87272812366486,7431684
40,2.2917338091966433,0.73907286,CNN Conv2D:3 with_dropout,104.48484935760499,7431684
41,1.8724453277047106,0.74834436,CNN Conv2D:3 with_dropout,107.0969705915451,7431684
42,1.9261948131731426,0.7615894,CNN Conv2D:3 with_dropout,109.70909182548523,7431684
43,2.1482329373348916,0.75761586,CNN Conv2D:3 with_dropout,112.32121305942536,7431684
44,1.7885460630957222,0.7668874,CNN Conv2D:3 with_dropout,114.93333429336548,7431684
45,2.2063722921122135,0.7496689,CNN Conv2D:3 with_dropout,117.5454555273056,7431684
46,3.6622354352584616,0.7231788,CNN Conv2D:3 with_dropout,120.15757676124572,7431684
47,2.3396708139125875,0.7377483,CNN Conv2D:3 with_dropout,122.76969799518585,7431684
48,2.1888490961062788,0.73907286,CNN Conv2D:3 with_dropout,125.38181922912598,7431684
49,2.309293936722178,0.74172187,CNN Conv2D:3 with_dropout,127.9939404630661,7431684
50,1.8217145669348045,0.7682119,CNN Conv2D:3 with_dropout,130.60606169700623,7431684
1,1.0276401424250066,0.5986755,CNN Conv2D:3,3.0139003944396974,7531524
2,0.8785005899454584,0.6278146,CNN Conv2D:3,6.027800788879395,7531524
3,0.8514222137185912,0.65695363,CNN Conv2D:3,9.041701183319091,7531524
4,0.8808144148611865,0.65827817,CNN Conv2D:3,12.05560157775879,7531524
5,0.912948844132834,0.6821192,CNN Conv2D:3,15.069501972198486,7531524
6,0.7847518265642077,0.70198673,CNN Conv2D:3,18.083402366638182,7531524
7,1.2459337081340764,0.6847682,CNN Conv2D:3,21.09730276107788,7531524
8,1.0973775691543983,0.70331126,CNN Conv2D:3,24.11120315551758,7531524
9,0.8975651477593065,0.73112583,CNN Conv2D:3,27.125103549957274,7531524
10,1.8587343999980301,0.70331126,CNN Conv2D:3,30.139003944396972,7531524
11,1.2339749597901146,0.72715235,CNN Conv2D:3,33.15290433883667,7531524
12,1.4600350596257392,0.6874172,CNN Conv2D:3,36.166804733276365,7531524
13,1.5988300613220163,0.7218543,CNN Conv2D:3,39.18070512771607,7531524
14,1.8568587852530922,0.69536424,CNN Conv2D:3,42.19460552215576,7531524
15,1.8604936838544757,0.6993377,CNN Conv2D:3,45.208505916595456,7531524
16,2.0329146069727395,0.7178808,CNN Conv2D:3,48.22240631103516,7531524
17,2.393776878388907,0.7165563,CNN Conv2D:3,51.23630670547485,7531524
18,2.6004874458030756,0.7178808,CNN Conv2D:3,54.25020709991455,7531524
19,2.6044547762746446,0.7178808,CNN Conv2D:3,57.26410749435425,7531524
20,2.9419849860081015,0.7139073,CNN Conv2D:3,60.278007888793944,7531524
21,2.791386096660566,0.7178808,CNN Conv2D:3,63.291908283233646,7531524
22,2.8881057890600816,0.7165563,CNN Conv2D:3,66.30580867767334,7531524
23,2.9069057899681443,0.7178808,CNN Conv2D:3,69.31970907211304,7531524
24,2.979271715968255,0.7178808,CNN Conv2D:3,72.33360946655273,7531524
25,2.9937848699593683,0.7205298,CNN Conv2D:3,75.34750986099243,7531524
26,3.1088730448684254,0.7152318,CNN Conv2D:3,78.36141025543213,7531524
27,3.121013561683084,0.7178808,CNN Conv2D:3,81.37531064987182,7531524
28,3.161941389569902,0.7192053,CNN Conv2D:3,84.38921104431152,7531524
29,3.1561591905489292,0.7192053,CNN Conv2D:3,87.40311143875122,7531524
30,3.254831927698661,0.7205298,CNN Conv2D:3,90.41701183319091,7531524
31,3.262426371965249,0.7205298,CNN Conv2D:3,93.43091222763061,7531524
32,3.2717284912107796,0.7205298,CNN Conv2D:3,96.44481262207032,7531524
33,3.325711286220305,0.7205298,CNN Conv2D:3,99.45871301651,7531524
34,3.359042257864633,0.7205298,CNN Conv2D:3,102.4726134109497,7531524
35,3.4021064569945416,0.7205298,CNN Conv2D:3,105.48651380538941,7531524
36,3.4105453408304727,0.7205298,CNN Conv2D:3,108.5004141998291,7531524
37,3.4310545373623205,0.7205298,CNN Conv2D:3,111.5143145942688,7531524
38,3.442295391435291,0.7205298,CNN Conv2D:3,114.5282149887085,7531524
39,3.4985591820689437,0.7218543,CNN Conv2D:3,117.5421153831482,7531524
40,3.5330773776703954,0.7218543,CNN Conv2D:3,120.55601577758789,7531524
41,3.5288144038603115,0.7218543,CNN Conv2D:3,123.56991617202759,7531524
42,3.601559049374615,0.7218543,CNN Conv2D:3,126.58381656646729,7531524
43,3.583469894447592,0.7218543,CNN Conv2D:3,129.59771696090698,7531524
44,3.6502058975134872,0.7218543,CNN Conv2D:3,132.61161735534668,7531524
45,3.6595471877453614,0.7218543,CNN Conv2D:3,135.62551774978638,7531524
46,3.6932478365227763,0.7205298,CNN Conv2D:3,138.63941814422608,7531524
47,3.7047424969190903,0.7218543,CNN Conv2D:3,141.65331853866576,7531524
48,3.726974731488061,0.7218543,CNN Conv2D:3,144.66721893310546,7531524
49,3.728739533885089,0.7218543,CNN Conv2D:3,147.68111932754516,7531524
50,3.7837501146460557,0.7218543,CNN Conv2D:3,150.69501972198486,7531524
1,6.0977846241944675,0.40397352,Deep learning,2.056089611053467,49157004
2,9.420465158626733,0.30198675,Deep learning,4.112179222106934,49157004
3,2.697591586460341,0.58145696,Deep learning,6.1682688331604005,49157004
4,3.801791657201502,0.3576159,Deep learning,8.224358444213868,49157004
5,2.928717709998816,0.5417219,Deep learning,10.280448055267334,49157004
6,1.2925286807761287,0.5615894,Deep learning,12.336537666320801,49157004
7,1.8302274565033565,0.397351,Deep learning,14.392627277374267,49157004
8,1.528921723286837,0.5350993,Deep learning,16.448716888427736,49157004
9,0.9905387701577698,0.62119204,Deep learning,18.5048064994812,49157004
10,0.9206017595253243,0.6450331,Deep learning,20.560896110534667,49157004
11,1.2097124102889307,0.58807945,Deep learning,22.616985721588136,49157004
12,1.2336368983944521,0.53642386,Deep learning,24.673075332641602,49157004
13,1.1789585697729856,0.55231786,Deep learning,26.729164943695068,49157004
14,1.7927708381059153,0.49139073,Deep learning,28.785254554748533,49157004
15,1.0416366466623268,0.60264903,Deep learning,30.841344165802003,49157004
16,1.7007228515006059,0.5655629,Deep learning,32.89743377685547,49157004
17,1.0596993741610192,0.592053,Deep learning,34.95352338790894,49157004
18,1.0658278653953248,0.63841057,Deep learning,37.0096129989624,49157004
19,0.8362100291725816,0.6662252,Deep learning,39.06570261001587,49157004
20,1.3724277747387919,0.5350993,Deep learning,41.121792221069335,49157004
21,1.040643121706729,0.6278146,Deep learning,43.1778818321228,49157004
22,1.0089840315825103,0.6450331,Deep learning,45.23397144317627,49157004
23,1.0919682149066041,0.6397351,Deep learning,47.29006105422974,49157004
24,1.1518810867473779,0.6317881,Deep learning,49.346150665283204,49157004
25,0.8471716760799585,0.65562916,Deep learning,51.40224027633667,49157004
26,1.0861507779715076,0.5615894,Deep learning,53.458329887390136,49157004
27,0.9091790257700232,0.6781457,Deep learning,55.5144194984436,49157004
28,1.110230947330298,0.61456954,Deep learning,57.57050910949707,49157004
29,1.24514318317767,0.6317881,Deep learning,59.62659872055054,49157004
30,1.0847148131061073,0.61192054,Deep learning,61.682688331604005,49157004
31,0.9679003677620793,0.6516556,Deep learning,63.73877794265747,49157004
32,0.9764725121441267,0.62649006,Deep learning,65.79486755371094,49157004
33,1.0339016036482047,0.6278146,Deep learning,67.85095716476441,49157004
34,1.0717524569555623,0.6251656,Deep learning,69.90704677581788,49157004
35,1.2164828609946547,0.6317881,Deep learning,71.96313638687134,49157004
36,1.1814498996103047,0.54966885,Deep learning,74.0192259979248,49157004
37,1.331285658261634,0.58410597,Deep learning,76.07531560897827,49157004
38,0.9759413046552645,0.61192054,Deep learning,78.13140522003174,49157004
39,1.21550318547432,0.52847683,Deep learning,80.1874948310852,49157004
40,1.1528463545224525,0.61192054,Deep learning,82.24358444213867,49157004
41,1.250958263321428,0.5271523,Deep learning,84.29967405319213,49157004
42,1.028670309237297,0.63841057,Deep learning,86.3557636642456,49157004
43,1.3744470475130524,0.49933776,Deep learning,88.41185327529907,49157004
44,0.845143587541896,0.67417216,Deep learning,90.46794288635255,49157004
45,0.8682496546120043,0.67152315,Deep learning,92.52403249740601,49157004
46,1.3360516888416365,0.5960265,Deep learning,94.58012210845948,49157004
47,0.9947420941283371,0.6635762,Deep learning,96.63621171951294,49157004
48,1.065430017733416,0.6450331,Deep learning,98.69230133056641,49157004
49,1.294272428632572,0.57483447,Deep learning,100.74839094161987,49157004
50,0.784755968415974,0.6966888,Deep learning,102.80448055267334,49157004
1,1.3294239161030346,0.3602649,keras_vgg16_model 128,16.17854548454285,14716740
2,1.3908306210246306,0.41192052,keras_vgg16_model 128,32.3570909690857,14716740
3,1.44423867614064,0.4794702,keras_vgg16_model 128,48.53563645362854,14716740
4,1.159222250426842,0.57880795,keras_vgg16_model 128,64.7141819381714,14716740
5,0.9472446403756047,0.62913907,keras_vgg16_model 128,80.89272742271423,14716740
6,1.1711214450810918,0.54569536,keras_vgg16_model 128,97.07127290725708,14716740
7,2.75011631810902,0.16423841,keras_vgg16_model 128,113.24981839179992,14716740
8,1.8774148489663143,0.45562914,keras_vgg16_model 128,129.4283638763428,14716740
9,1.3064467922741214,0.41854304,keras_vgg16_model 128,145.60690936088562,14716740
10,0.9215129746506546,0.6754967,keras_vgg16_model 128,161.78545484542846,14716740
11,1.173948311647832,0.5960265,keras_vgg16_model 128,177.96400032997133,14716740
12,0.9874007793451777,0.62384105,keras_vgg16_model 128,194.14254581451416,14716740
13,1.1348881536761657,0.6251656,keras_vgg16_model 128,210.321091299057,14716740
14,1.003194002363066,0.65695363,keras_vgg16_model 128,226.49963678359984,14716740
15,1.201867792622143,0.397351,keras_vgg16_model 128,242.6781822681427,14716740
16,0.8858051871621846,0.69139075,keras_vgg16_model 128,258.8567277526856,14716740
17,0.839907586219295,0.7178808,keras_vgg16_model 128,275.0352732372284,14716740
18,0.8348760849592701,0.6927152,keras_vgg16_model 128,291.21381872177125,14716740
19,1.2499277824992376,0.69403976,keras_vgg16_model 128,307.3923642063141,14716740
20,0.8067700011051254,0.7549669,keras_vgg16_model 128,323.5709096908569,14716740
21,1.2075499925194986,0.7284768,keras_vgg16_model 128,339.74945517539976,14716740
22,1.0496955672636727,0.74304634,keras_vgg16_model 128,355.92800065994265,14716740
23,2.636871110524563,0.69139075,keras_vgg16_model 128,372.1065461444855,14716740
24,1.105852594912447,0.7562914,keras_vgg16_model 128,388.28509162902833,14716740
25,1.2220389300821632,0.74569535,keras_vgg16_model 128,404.46363711357117,14716740
26,1.6549617981279132,0.66225165,keras_vgg16_model 128,420.642182598114,14716740
27,1.0196536786410193,0.7536424,keras_vgg16_model 128,436.82072808265684,14716740
28,1.020844243496459,0.74569535,keras_vgg16_model 128,452.9992735671997,14716740
29,1.4063136430222862,0.7324503,keras_vgg16_model 128,469.1778190517426,14716740
30,1.1716433186799484,0.74039733,keras_vgg16_model 128,485.3563645362854,14716740
31,1.5633433475374978,0.7377483,keras_vgg16_model 128,501.53491002082825,14716740
32,1.2589962049307215,0.73642385,keras_vgg16_model 128,517.7134555053711,14716740
33,1.4566836227545674,0.7152318,keras_vgg16_model 128,533.892000989914,14716740
34,1.5929040874132505,0.74834436,keras_vgg16_model 128,550.0705464744568,14716740
35,1.315220987599417,0.74304634,keras_vgg16_model 128,566.2490919589997,14716740
36,1.3776914735312344,0.7629139,keras_vgg16_model 128,582.4276374435425,14716740
37,1.9187441164837373,0.74304634,keras_vgg16_model 128,598.6061829280853,14716740
38,1.9310164005659052,0.73112583,keras_vgg16_model 128,614.7847284126282,14716740
39,2.3917299346823904,0.74172187,keras_vgg16_model 128,630.963273897171,14716740
40,2.6256380288176886,0.74172187,keras_vgg16_model 128,647.1418193817138,14716740
41,3.1154354434351696,0.7470199,keras_vgg16_model 128,663.3203648662567,14716740
42,1.0148650057268458,0.5986755,keras_vgg16_model 128,679.4989103507995,14716740
43,1.5974219295362764,0.7112583,keras_vgg16_model 128,695.6774558353424,14716740
44,1.3607588368338466,0.7350993,keras_vgg16_model 128,711.8560013198853,14716740
45,1.4602028973292658,0.7682119,keras_vgg16_model 128,728.0345468044281,14716740
46,1.0657542489891538,0.78145695,keras_vgg16_model 128,744.213092288971,14716740
47,1.6579069537437514,0.7589404,keras_vgg16_model 128,760.3916377735138,14716740
48,0.9734326280801502,0.7986755,keras_vgg16_model 128,776.5701832580567,14716740
49,1.7763220327723206,0.7549669,keras_vgg16_model 128,792.7487287425995,14716740
50,2.0424112652588424,0.74172187,keras_vgg16_model 128,808.9272742271423,14716740
1,1.2583125087899767,0.7536424,keras_xception_model 128,21.819267349243162,20869676
2,0.9849753283803037,0.7854305,keras_xception_model 128,43.638534698486325,20869676
3,3.192420267028251,0.7086093,keras_xception_model 128,65.45780204772949,20869676
4,451.1034256335126,0.24768212,keras_xception_model 128,87.27706939697265,20869676
5,0.9249987946338689,0.794702,keras_xception_model 128,109.09633674621583,20869676
